"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"T3NLNIGG","journalArticle","1987","Berger, Roger A.","Death Was No Enemy: A Note on Thomas Pynchon, Wilfred Owen, and The First World War","Pynchon Notes","","0278-1891","10.16995/pn.338","http://pynchonnotes.openlibhums.org/article/id/2469/","","1987-09-22","2024-03-29 23:16:25","2024-08-23 16:17:15","2024-03-29 23:16:25","105-108","","0","0","","","Death Was No Enemy","","","","","","","","https://creativecommons.org/licenses/authors","","","","DOI.org (Crossref)","","","","/Users/erik/Zotero/storage/LJH5KGMZ/Berger - 1987 - Death Was No Enemy A Note on Thomas Pynchon, Wilf.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GTXABNQ9","journalArticle","2001","Bergh, Magnus","Pynchon's Swedish: A Footnote","Pynchon Notes","","0278-1891","10.16995/pn.100","http://pynchonnotes.openlibhums.org/article/id/2724/","","2001-09-22","2024-03-29 23:16:27","2024-08-23 16:17:40","2024-03-29 23:16:27","211","","0","0","","","Pynchon's Swedish","","","","","","","","https://creativecommons.org/licenses/authors","","","","DOI.org (Crossref)","","","","/Users/erik/Zotero/storage/HBPFB72T/Bergh - 2001 - Pynchon's Swedish A Footnote.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JZ7NIU2X","journalArticle","1993","Bergh, Magnus","The Courier's Tragedy: Thomas Pynchon and Salman Rushdie in Tune with Each Other","Pynchon Notes","","0278-1891","10.16995/pn.224","http://pynchonnotes.openlibhums.org/article/id/2644/","","1993-09-22","2024-03-29 23:16:29","2024-08-23 16:17:25","2024-03-29 23:16:29","188-192","","0","0","","","The Courier's Tragedy","","","","","","","","https://creativecommons.org/licenses/authors","","","","DOI.org (Crossref)","","","","/Users/erik/Zotero/storage/AG5CLLPS/Bergh - 1993 - The Courier's Tragedy Thomas Pynchon and Salman R.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YLD8GNZX","journalArticle","1997","Bergh, Patricia A.","(De)constructing the Image: Thomas Pynchon's Postmodern Woman","The Journal of Popular Culture","","0022-3840, 1540-5931","10.1111/j.0022-3840.1997.3004_1.x","https://onlinelibrary.wiley.com/doi/10.1111/j.0022-3840.1997.3004_1.x","","1997-03","2024-03-29 23:16:31","2024-03-29 23:16:31","2024-03-29 23:16:31","1-12","","4","30","","The J of Popular Culture","(De)constructing the Image","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E3KC3ZNH","journalArticle","1984","Berressem, Hanjo","A Short Note on Pynchon's Sources for ""The Firm""","Pynchon Notes","","0278-1891","10.16995/pn.390","http://pynchonnotes.openlibhums.org/article/id/2445/","","1984-09-22","2024-03-29 23:16:32","2024-08-23 16:18:09","2024-03-29 23:16:32","77-79","","15","0","","","","","","","","","","","https://creativecommons.org/licenses/authors","","","","DOI.org (Crossref)","","","","/Users/erik/Zotero/storage/W7DZEBJU/Berressem - 1984 - A Short Note on Pynchon's Sources for The Firm.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSC4TTSN","journalArticle","2019","Berressem, Hanjo","Economies of greed in ‘late Pynchon’: America and the logic of capital","Textual Practice","","0950-236X, 1470-1308","10.1080/0950236X.2019.1580507","https://www.tandfonline.com/doi/full/10.1080/0950236X.2019.1580507","","2019-03-16","2024-03-29 23:16:34","2024-03-29 23:16:34","2024-03-29 23:16:34","433-449","","3","33","","Textual Practice","Economies of greed in ‘late Pynchon’","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CVIKBSJH","journalArticle","1982","Berressem, Hanjo","Godolphin – Goodolphin – Goodol 'phin – Goodol 'Pyn – Good ol 'Pym: A Question of Integration","Pynchon Notes","","0278-1891","10.16995/pn.434","http://pynchonnotes.openlibhums.org/article/id/2648/","","1982-10-01","2024-03-29 23:16:35","2024-08-23 16:17:52","2024-03-29 23:16:35","3-17","","10","0","","","Godolphin – Goodolphin – Goodol 'phin – Goodol 'Pyn – Good ol 'Pym","","","","","","","","https://creativecommons.org/licenses/authors","","","","DOI.org (Crossref)","","","","/Users/erik/Zotero/storage/BAX5U9JN/Berressem - 1982 - Godolphin – Goodolphin – Goodol 'phin – Goodol 'Py.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WHIJA47X","journalArticle","2001","Berressem, Hanjo","Serres Reads Pynchon / Pynchon Reads Serres","Postmodern Culture","","1053-1920","10.1353/pmc.2001.0016","https://muse.jhu.edu/article/27743","","2001-05","2024-03-29 23:16:37","2024-03-29 23:16:37","2024-03-29 23:16:37","","","3","11","","pmc","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6JGEHFT3","journalArticle","1994","Berressem, Hanjo","Strangely Attractive: The Topology of Psychic and Social Space in <i>Vineland</i>","Pynchon Notes","","0278-1891","10.16995/pn.197","http://pynchonnotes.openlibhums.org/article/id/2568/","","1994-09-22","2024-03-29 23:16:38","2024-08-23 16:18:51","2024-03-29 23:16:38","38-55","","0","0","","","Strangely Attractive","","","","","","","","https://creativecommons.org/licenses/authors","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WTY8XAZJ","journalArticle","1998","Berressem, Hanjo","Tristes Traumatiques: Trauma in the Zone:s","Pynchon Notes","","0278-1891","10.16995/pn.151","http://pynchonnotes.openlibhums.org/article/id/2653/","","1998-09-22","2024-03-29 23:16:38","2024-08-23 16:19:03","2024-03-29 23:16:38","244-274","","0","0","","","Tristes Traumatiques","","","","","","","","https://creativecommons.org/licenses/authors","","","","DOI.org (Crossref)","","","","/Users/erik/Zotero/storage/8NDRIGBC/Berressem - 1998 - Tristes Traumatiques Trauma in the Zones.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8W3B5B6E","journalArticle","1989","Bersani, Leo","Pynchon, Paranoia, and Literature","Representations","","0734-6018","10.2307/2928469","https://online.ucpress.edu/representations/article/doi/10.2307/2928469/82290/Pynchon-Paranoia-and-Literature","","1989-01-01","2024-03-29 23:16:42","2024-03-29 23:16:42","2024-03-29 23:16:42","99-118","","","25","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NYNK9E5E","journalArticle","2003","Bettridge, Joel","Prurient Ethics: Representing Multiple Subjectivity in <i>Gravity's Rainbow</i>","Pynchon Notes","","0278-1891","10.16995/pn.52","http://pynchonnotes.openlibhums.org/article/id/2399/","","2003-09-22","2024-03-29 23:16:43","2024-08-23 16:19:26","2024-03-29 23:16:43","53-74","","0","0","","","Prurient Ethics","","","","","","","","https://creativecommons.org/licenses/authors","","","","DOI.org (Crossref)","","","","/Users/erik/Zotero/storage/X6FAABR3/Bettridge - 2003 - Prurient Ethics Representing Multiple Subjectivit.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZWE5ZYHN","journalArticle","1985","Blackford, Russell","Physics and Fantasy: Scientific Mysticism, Kurt Vonnegut, and <i>Gravity's Rainbow</i>","The Journal of Popular Culture","","0022-3840, 1540-5931","10.1111/j.0022-3840.1985.1903_35.x","https://onlinelibrary.wiley.com/doi/10.1111/j.0022-3840.1985.1903_35.x","","1985-12","2024-03-29 23:16:45","2024-03-29 23:16:45","2024-03-29 23:16:45","35-44","","3","19","","The J of Popular Culture","Physics and Fantasy","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NHSB25Q2","journalArticle","1980","Black, Joel D.","Probing a Post-Romantic Paleontology: Thomas Pynchon's Gravity's Rainbow","boundary 2","","01903659","10.2307/302849","https://www.jstor.org/stable/302849?origin=crossref","","1980","2024-03-29 23:16:46","2024-08-23 19:41:09","2024-03-29 23:16:46","229-254","","2","8","","boundary 2","Probing a Post-Romantic Paleontology","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C8WRNXHM","journalArticle","1984","Black, Joel D.","Pynchon's Eve of De-struction","Pynchon Notes","","0278-1891","10.16995/pn.399","http://pynchonnotes.openlibhums.org/article/id/2413/","","1984-02-01","2024-03-29 23:16:47","2024-08-23 16:19:35","2024-03-29 23:16:47","23-38","","14","0","","","","","","","","","","","https://creativecommons.org/licenses/authors","","","","DOI.org (Crossref)","","","","/Users/erik/Zotero/storage/NMDUWT43/Black - 1984 - Pynchon's Eve of De-struction.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2CKLT63","journalArticle","1992","Blumberg, David; Semiotic Society of American, in cooperation with the Philosophy Documentation Center","Umlauts and Oz: Signifiers within the Textual Zone of Pynchon’s Gravity’s Rainbow","The American Journal of Semiotics","","0277-7126","10.5840/ajs1992947","http://www.pdcnet.org/oom/service?url_ver=Z39.88-2004&rft_val_fmt=&rft.imuse_id=ajs_1992_0009_0004_0069_0076&svc_id=info:www.pdcnet.org/collection","","1992","2024-03-29 23:16:51","2024-03-29 23:16:51","2024-03-29 23:16:51","69-76","","4","9","","","Umlauts and Oz","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YB92Y2DA","journalArticle","2020","Blyn, Robin","Beyond Anarchist Miracles: The Crying of Lot 49 and Network Aesthetics","Modernism/modernity","","1080-6601","10.1353/mod.2020.0042","https://muse.jhu.edu/article/771028","","2020","2024-03-29 23:16:54","2024-03-29 23:16:54","2024-03-29 23:16:54","583-599","","3","27","","Modernism/modernity","Beyond Anarchist Miracles","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UD4E3KET","journalArticle","1988","Booker, M. Keith","A Probable Source for the Title of ""The Small Rain""","Pynchon Notes","","0278-1891","10.16995/pn.318","http://pynchonnotes.openlibhums.org/article/id/2809/","","1988-09-22","2024-03-29 23:16:56","2024-08-23 16:20:05","2024-03-29 23:16:56","75-77","","0","0","","","","","","","","","","","https://creativecommons.org/licenses/authors","","","","DOI.org (Crossref)","","","","/Users/erik/Zotero/storage/8756AV75/Booker - 1988 - A Probable Source for the Title of The Small Rain.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VEY78I9Y","journalArticle","1993","Booker, M. Keith","America and its discontents: The failure of leftist politics in Pynchon's <i>Vineland</i>","Lit: Literature Interpretation Theory","","1043-6928, 1545-5866","10.1080/10436929308580100","http://www.tandfonline.com/doi/abs/10.1080/10436929308580100","","1993-02","2024-03-29 23:16:59","2024-03-29 23:16:59","2024-03-29 23:16:59","87-99","","2","4","","Lit: Literature Interpretation Theory","America and its discontents","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BLZKVCU5","journalArticle","1990","Keith Booker, M.","Postmodernism in Medieval England: Chaucer, Pynchon, Joyce, and the Poetics of Fission","Exemplaria","","1041-2573, 1753-3074","10.1179/exm.1990.2.2.563","http://www.tandfonline.com/doi/full/10.1179/exm.1990.2.2.563","","1990-01","2024-03-29 23:17:00","2024-03-29 23:17:00","2024-03-29 23:17:00","563-594","","2","2","","Exemplaria","Postmodernism in Medieval England","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SMA37XBG","journalArticle","1989","Booker, M. Keith","The Rats of God: Pynchon, Joyce, Beckett, and the Carnivalization of Religion","Pynchon Notes","","0278-1891","10.16995/pn.290","http://pynchonnotes.openlibhums.org/article/id/2512/","","1989-09-22","2024-03-29 23:17:02","2024-08-23 16:20:21","2024-03-29 23:17:02","21-30","","0","0","","","The Rats of God","","","","","","","","https://creativecommons.org/licenses/authors","","","","DOI.org (Crossref)","","","","/Users/erik/Zotero/storage/2GIGGWKJ/Booker - 1989 - The Rats of God Pynchon, Joyce, Beckett, and the .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
